H3K4me1_chr1-3556 1_internal_22891
H3K27ac_chr9-34114 9_internal_10678
H3K27ac_chr9-34116 9_internal_7578
H3K27ac_chr9-34124 9_internal_7373
H3K27ac_chr9-34128 9_internal_8660
H3K27ac_chr9-34138 9_internal_8773
H3K27ac_chr9-34139 9_internal_8773
H3K27ac_chr9-34153 9_internal_8299
H3K27ac_chr9-34160 9_internal_9944
H3K27ac_chr9-34168 9_internal_7454
H3K27ac_chr9-34236 9_internal_10730
H3K27ac_chr9-34241 9_internal_6746
H3K27ac_chr9-34252 9_internal_7427
H3K27ac_chr9-34255 9_internal_9238
H3K27ac_chr9-34273 9_internal_7729
H3K27ac_chr9-34279 9_internal_10504
H3K27ac_chr9-34315 9_internal_7021
H3K27ac_chr9-34384 9_internal_8024
H3K27ac_chr9-34409 9_internal_9006
H3K27ac_chr9-34410 9_internal_9006
H3K27ac_chr9-34432 9_internal_6610
H3K27ac_chr9-34456 9_internal_6667
H3K27ac_chr9-34482 9_internal_10418
H3K27ac_chr9-34505 9_internal_7001
H3K27ac_chr9-34511 9_internal_10350
H3K27ac_chr9-34538 9_internal_7891
H3K27ac_chr9-34540 9_internal_7442
H3K27ac_chr9-34564 9_internal_7402
H3K27ac_chr9-34591 9_internal_8797
H3K27ac_chr9-34626 9_internal_8551
H3K27ac_chr9-34674 9_internal_10938
H3K27ac_chr9-34686 9_internal_6960
H3K27ac_chr9-34688 9_internal_7654
H3K27ac_chr9-34749 9_internal_6839
H3K27ac_chr9-34769 9_internal_8779
H3K27ac_chr9-34771 9_internal_8017
H3K27ac_chr9-34784 9_internal_6899
H3K27ac_chr9-34845 9_internal_7308
H3K27ac_chr9-34887 9_internal_9018
H3K27ac_chr9-34893 9_internal_7574
H3K27ac_chr9-34898 9_internal_7468
H3K27ac_chr9-34908 9_internal_8822
H3K27ac_chr9-34910 9_internal_8822
H3K27ac_chr9-34929 9_internal_9944
H3K27ac_chr9-34930 9_internal_9944
H3K27ac_chr9-34967 9_internal_7847
H3K27ac_chr9-34992 9_internal_9073
H3K27ac_chr9-34994 9_internal_9073
H3K27ac_chr9-35012 9_internal_7348
H3K27ac_chr9-35015 9_internal_8114
H3K27ac_chr9-35020 9_internal_8283
H3K27ac_chr9-35024 9_internal_10730
H3K27ac_chr9-35025 9_internal_10730
H3K27ac_chr9-35027 9_internal_6746
H3K27ac_chr9-35060 9_internal_10582
H3K27ac_chr9-35099 9_internal_8945
H3K27ac_chr9-35121 9_internal_9572
H3K27ac_chr9-35165 9_internal_10724
H3K27ac_chr9-35166 9_internal_10724
H3K27ac_chr9-35167 9_internal_10724
H3K27ac_chr9-35198 9_internal_8047
H3K27ac_chr9-35219 9_internal_7744
H3K27ac_chr9-35220 9_internal_6610
H3K27ac_chr9-35231 9_internal_7074
H3K27ac_chr9-35274 9_internal_8505
H3K27ac_chr9-35289 9_internal_7316
H3K27ac_chr9-35301 9_internal_7312
H3K27ac_chr9-35326 9_internal_7328
H3K27ac_chr9-35338 9_internal_7309
H3K27ac_chr9-35370 9_internal_9636
H3K27ac_chr9-35381 9_internal_9652
H3K27ac_chr9-35406 9_internal_7821
H3K27ac_chr9-35417 9_internal_6837
H3K27ac_chr9-35419 9_internal_7385
H3K27ac_chr9-35422 9_internal_11368
H3K27ac_chr9-35426 9_internal_7733
H3K27ac_chr9-35429 9_internal_11368
H3K27ac_chr9-35449 9_internal_9232
H3K27ac_chr9-35463 9_internal_7046
H3K27ac_chr9-35485 9_internal_7967
H3K27ac_chr9-35490 9_internal_10007
H3K27ac_chr10-48 10_internal_13184
H3K27ac_chr10-1791 10_internal_13184
H3K27ac_chr10-1952 10_internal_13184
H3K27ac_chr10-6956 10_internal_13184
H3K27ac_chr10-7478 10_internal_13184
H3K27ac_chr10-9670 10_internal_13184
H3K27ac_chr10-10781 10_internal_8800
H3K27ac_chr10-13416 10_internal_12224
H3K27ac_chr10-14235 10_internal_13184
H3K27ac_chr10-14579 10_internal_12206
H3K27ac_chr10-14802 10_internal_12206
H3K27ac_chr10-16122 10_internal_13184
H3K27ac_chr10-16163 10_internal_8303
H3K27ac_chr10-16294 10_internal_8765
H3K27ac_chr10-17639 10_internal_8446
H3K27ac_chr10-18552 10_internal_13184
H3K27ac_chr10-18973 10_internal_10508
H3K27ac_chr10-19232 10_internal_12275
H3K27ac_chr10-19778 10_internal_8446
H3K27ac_chr10-19797 10_internal_12162
H3K27ac_chr10-19954 10_internal_11973
H3K27ac_chr10-20019 10_internal_10741
H3K27ac_chr10-20101 10_internal_13184
H3K27ac_chr10-20104 10_internal_13184
H3K27ac_chr10-20546 10_internal_7836
H3K27ac_chr10-20620 10_internal_8515
H3K27ac_chr10-20832 10_internal_9392
H3K27ac_chr10-20869 10_internal_8817
H3K27ac_chr10-20994 10_internal_12676
H3K27ac_chr10-21540 10_internal_12820
H3K27ac_chr10-21927 10_internal_8556
H3K27ac_chr10-22405 10_internal_12331
H3K27ac_chr10-22528 10_internal_12206
H3K27ac_chr10-22729 10_internal_12275
H3K27ac_chr10-23004 10_internal_11015
H3K27ac_chr10-23198 10_internal_12471
H3K27ac_chr10-23593 10_internal_12743
H3K27ac_chr10-23597 10_internal_8648
H3K27ac_chr10-23674 10_internal_13184
H3K27ac_chr10-23731 10_internal_11532
H3K27ac_chr10-23990 10_internal_13089
H3K27ac_chr10-24090 10_internal_10865
H3K27ac_chr10-24463 10_internal_12648
H3K27ac_chr10-24590 10_internal_8829
H3K27ac_chr10-24602 10_internal_12589
H3K27ac_chr10-24703 10_internal_8303
H3K27ac_chr10-24791 10_internal_8554
H3K27ac_chr10-24841 10_internal_7858
H3K27ac_chr10-24897 10_internal_13184
H3K27ac_chr10-25121 10_internal_9228
H3K27ac_chr10-25126 10_internal_10423
H3K27ac_chr10-25167 10_internal_11168
H3K27ac_chr10-25355 10_internal_11757
H3K27ac_chr10-25383 10_internal_9470
H3K27ac_chr10-25582 10_internal_13184
H3K27ac_chr10-25586 10_internal_13184
H3K27ac_chr10-25652 10_internal_12994
H3K27ac_chr10-25680 10_internal_12496
H3K27ac_chr10-25681 10_internal_12496
H3K27ac_chr10-25928 10_internal_10842
H3K27ac_chr10-25998 10_internal_9031
H3K27ac_chr10-26110 10_internal_12040
H3K27ac_chr10-26129 10_internal_9368
H3K27ac_chr10-26152 10_internal_8533
H3K27ac_chr10-26211 10_internal_11769
H3K27ac_chr10-26322 10_internal_11518
H3K27ac_chr10-26334 10_internal_12589
H3K27ac_chr10-26369 10_internal_8356
H3K27ac_chr10-26531 10_internal_12648
H3K27ac_chr10-26547 10_internal_10955
H3K27ac_chr10-26555 10_internal_8533
H3K27ac_chr10-26613 10_internal_8925
H3K27ac_chr10-26833 10_internal_10368
H3K27ac_chr10-26865 10_internal_10646
H3K27ac_chr10-26921 10_internal_11503
H3K27ac_chr10-27135 10_internal_12589
H3K27ac_chr10-27203 10_internal_8806
H3K27ac_chr10-27319 10_internal_10347
H3K27ac_chr10-27330 10_internal_8033
H3K27ac_chr10-27439 10_internal_9114
H3K27ac_chr10-27475 10_internal_8909
H3K27ac_chr10-27500 10_internal_11567
H3K27ac_chr10-27507 10_internal_8929
H3K27ac_chr10-27513 10_internal_12206
H3K27ac_chr10-27569 10_internal_12670
H3K27ac_chr10-27586 10_internal_8660
H3K27ac_chr10-27680 10_internal_10957
H3K27ac_chr10-27691 10_internal_10954
H3K27ac_chr10-27715 10_internal_11476
H3K27ac_chr10-27740 10_internal_8631
H3K27ac_chr10-27890 10_internal_12380
H3K27ac_chr10-27925 10_internal_11369
H3K27ac_chr10-27966 10_internal_12435
H3K27ac_chr10-28079 10_internal_11472
H3K27ac_chr10-28102 10_internal_11808
H3K27ac_chr10-28132 10_internal_8290
H3K27ac_chr10-28322 10_internal_8821
H3K27ac_chr10-28328 10_internal_12384
H3K27ac_chr10-28330 10_internal_12384
H3K27ac_chr10-28331 10_internal_12384
H3K27ac_chr10-28371 10_internal_13184
H3K27ac_chr10-28386 10_internal_8929
H3K27ac_chr10-28523 10_internal_9914
H3K27ac_chr10-28539 10_internal_8749
H3K27ac_chr10-28653 10_internal_10802
H3K27ac_chr10-28664 10_internal_11102
H3K27ac_chr10-28710 10_internal_11168
H3K27ac_chr10-28762 10_internal_12746
H3K27ac_chr10-28797 10_internal_9524
H3K27ac_chr10-28811 10_internal_8853
H3K27ac_chr10-28815 10_internal_12206
H3K27ac_chr10-28843 10_internal_7836
H3K27ac_chr10-28922 10_internal_8806
H3K27ac_chr10-29099 10_internal_12648
H3K27ac_chr10-29202 10_internal_8901
H3K27ac_chr10-29205 10_internal_9340
H3K27ac_chr10-29210 10_internal_11373
H3K27ac_chr10-29284 10_internal_13184
H3K27ac_chr10-29317 10_internal_12376
H3K27ac_chr10-29339 10_internal_7711
H3K27ac_chr10-29343 10_internal_8634
H3K27ac_chr10-29542 10_internal_11503
H3K27ac_chr10-29545 10_internal_11476
H3K27ac_chr10-29558 10_internal_8417
H3K27ac_chr10-29575 10_internal_8033
H3K27ac_chr10-29593 10_internal_10815
H3K27ac_chr10-29637 10_internal_8970
H3K27ac_chr10-29666 10_internal_12410
H3K27ac_chr10-29677 10_internal_11993
H3K27ac_chr10-29728 10_internal_12746
H3K27ac_chr10-29744 10_internal_12384
H3K27ac_chr10-29776 10_internal_12380
H3K27ac_chr10-29783 10_internal_13184
H3K27ac_chr10-29801 10_internal_8853
H3K27ac_chr10-29906 10_internal_12125
H3K27ac_chr10-29944 10_internal_12496
H3K27ac_chr10-30076 10_internal_12331
H3K27ac_chr10-30103 10_internal_8960
H3K27ac_chr10-30106 10_internal_8507
H3K27ac_chr10-30129 10_internal_8023
H3K27ac_chr10-30154 10_internal_12495
H3K27ac_chr10-30168 10_internal_8901
H3K27ac_chr10-30185 10_internal_9124
H3K27ac_chr10-30241 10_internal_12380
H3K27ac_chr10-30313 10_internal_9618
H3K27ac_chr10-30320 10_internal_8356
H3K27ac_chr10-30347 10_internal_12994
H3K27ac_chr10-30375 10_internal_11631
H3K27ac_chr10-30466 10_internal_8508
H3K27ac_chr10-30525 10_internal_8421
H3K27ac_chr10-30564 10_internal_10802
H3K27ac_chr10-30609 10_internal_9739
H3K27ac_chr10-30614 10_internal_12997
H3K27ac_chr10-30621 10_internal_8651
H3K27ac_chr10-30627 10_internal_11168
H3K27ac_chr10-30726 10_internal_11567
H3K27ac_chr10-30727 10_internal_11567
H3K27ac_chr10-30731 10_internal_13184
H3K27ac_chr10-30755 10_internal_9454
H3K27ac_chr10-30759 10_internal_12676
H3K27ac_chr10-30762 10_internal_12376
H3K27ac_chr10-30793 10_internal_8634
H3K27ac_chr10-30830 10_internal_8206
H3K27ac_chr10-30861 10_internal_7908
H3K27ac_chr10-30878 10_internal_7982
H3K27ac_chr10-30899 10_internal_8803
H3K27ac_chr10-30904 10_internal_12496
H3K27ac_chr10-30995 10_internal_12048
H3K27ac_chr10-31017 10_internal_8930
H3K27ac_chr10-31048 10_internal_10073
H3K27ac_chr10-31081 10_internal_11326
H3K27ac_chr10-31130 10_internal_12997
H3K27ac_chr10-31132 10_internal_10735
H3K27ac_chr10-31172 10_internal_9327
H3K27ac_chr10-31191 10_internal_11844
H3K27ac_chr10-31201 10_internal_12746
H3K27ac_chr10-31204 10_internal_11344
H3K27ac_chr10-31254 10_internal_8116
H3K27ac_chr10-31297 10_internal_9098
H3K27ac_chr10-31394 10_internal_7733
H3K27ac_chr10-31421 10_internal_10508
H3K27ac_chr10-31437 10_internal_8952
H3K27ac_chr10-31441 10_internal_10368
H3K27ac_chr10-31488 10_internal_10646
H3K27ac_chr10-31536 10_internal_9101
H3K27ac_chr10-31561 10_internal_12350
H3K27ac_chr10-31615 10_internal_9282
H3K27ac_chr10-31626 10_internal_9074
H3K27ac_chr10-31647 10_internal_7882
H3K27ac_chr10-31648 10_internal_11326
H3K27ac_chr10-31670 10_internal_12275
H3K27ac_chr10-31674 10_internal_9604
H3K27ac_chr10-31711 10_internal_10735
H3K27ac_chr10-31722 10_internal_11168
H3K27ac_chr10-31762 10_internal_8612
H3K27ac_chr10-31768 10_internal_8103
H3K27ac_chr10-31801 10_internal_12155
H3K27ac_chr10-31820 10_internal_9151
H3K27ac_chr10-31849 10_internal_8116
H3K27ac_chr10-31850 10_internal_13184
H3K27ac_chr10-31852 10_internal_13184
H3K27ac_chr10-31855 10_internal_13184
H3K27ac_chr10-31876 10_internal_12337
H3K27ac_chr10-31878 10_internal_11518
H3K27ac_chr10-31916 10_internal_8737
H3K27ac_chr10-31941 10_internal_9618
H3K27ac_chr10-31989 10_internal_12994
H3K27ac_chr10-31995 10_internal_12994
H3K27ac_chr10-32005 10_internal_7908
H3K27ac_chr10-32053 10_internal_10287
H3K27ac_chr10-32059 10_internal_12036
H3K27ac_chr10-32060 10_internal_12036
H3K27ac_chr10-32150 10_internal_10387
H3K27ac_chr10-32158 10_internal_8094
H3K27ac_chr10-32159 10_internal_8094
H3K27ac_chr10-32203 10_internal_12648
H3K27ac_chr10-32232 10_internal_10545
H3K27ac_chr10-32236 10_internal_8432
H3K27ac_chr10-32256 10_internal_10867
H3K27ac_chr10-32316 10_internal_12997
H3K27ac_chr10-32323 10_internal_11769
H3K27ac_chr10-32339 10_internal_10402
H3K27ac_chr10-32356 10_internal_9510
H3K27ac_chr10-32377 10_internal_12746
H3K27ac_chr10-32393 10_internal_12384
H3K27ac_chr10-32399 10_internal_12384
H3K27ac_chr10-32403 10_internal_11849
H3K27ac_chr10-32446 10_internal_13184
H3K27ac_chr10-32461 10_internal_11369
H3K27ac_chr10-32471 10_internal_12376
H3K27ac_chr10-32485 10_internal_9175
H3K27ac_chr10-32508 10_internal_7711
H3K27ac_chr10-32582 10_internal_10884
H3K27ac_chr10-32628 10_internal_10368
H3K27ac_chr10-32649 10_internal_11543
H3K27ac_chr10-32673 10_internal_11184
H3K27ac_chr10-32676 10_internal_10646
H3K27ac_chr10-32690 10_internal_9470
H3K27ac_chr10-32696 10_internal_10288
H3K27ac_chr10-32700 10_internal_9258
H3K27ac_chr10-32702 10_internal_9385
H3K27ac_chr10-32706 10_internal_7957
H3K27ac_chr10-32714 10_internal_10957
H3K27ac_chr10-32729 10_internal_10954
H3K27ac_chr10-32760 10_internal_8290
H3K27ac_chr10-32816 10_internal_12224
H3K27ac_chr10-32835 10_internal_11555
H3K27ac_chr10-32851 10_internal_10867
H3K27ac_chr10-32868 10_internal_10423
H3K27ac_chr10-32924 10_internal_12997
H3K27ac_chr10-32940 10_internal_8651
H3K27ac_chr10-32948 10_internal_10776
H3K27ac_chr10-32960 10_internal_9340
H3K27ac_chr10-32990 10_internal_8596
H3K27ac_chr10-33046 10_internal_13089
H3K27ac_chr10-33077 10_internal_9524
H3K27ac_chr10-33080 10_internal_13184
H3K27ac_chr10-33084 10_internal_13184
H3K27ac_chr10-33127 10_internal_8010
H3K27ac_chr10-33144 10_internal_8422
H3K27ac_chr10-33217 10_internal_11922
H3K27ac_chr10-33314 10_internal_8321
H3K27ac_chr10-33366 10_internal_9385
H3K27ac_chr10-33380 10_internal_10957
H3K27ac_chr10-33403 10_internal_12040
H3K27ac_chr10-33412 10_internal_9565
H3K27ac_chr10-33417 10_internal_11570
H3K27ac_chr10-33424 10_internal_9718
H3K27ac_chr10-33451 10_internal_10443
H3K27ac_chr10-33470 10_internal_9093
H3K27ac_chr10-33515 10_internal_12088
H3K27ac_chr10-33537 10_internal_10227
H3K27ac_chr10-33623 10_internal_9693
H3K27ac_chr10-33640 10_internal_11844
H3K27ac_chr10-33661 10_internal_10619
H3K27ac_chr10-33745 10_internal_13184
H3K27ac_chr10-33764 10_internal_12206
H3K27ac_chr10-33768 10_internal_11518
H3K27ac_chr10-33790 10_internal_8047
H3K27ac_chr10-33791 10_internal_8047
H3K27ac_chr10-33796 10_internal_8422
H3K27ac_chr10-33838 10_internal_9121
H3K27ac_chr10-33853 10_internal_8660
H3K27ac_chr10-33894 10_internal_11963
H3K27ac_chr10-33898 10_internal_8806
H3K27ac_chr10-33952 10_internal_8765
H3K27ac_chr10-33960 10_internal_8321
H3K27ac_chr10-33964 10_internal_9914
H3K27ac_chr10-33983 10_internal_11472
H3K27ac_chr10-34075 10_internal_11570
H3K27ac_chr10-34076 10_internal_11570
H3K27ac_chr10-34133 10_internal_10073
H3K27ac_chr10-34142 10_internal_8619
H3K27ac_chr10-34143 10_internal_10545
H3K27ac_chr10-34145 10_internal_10545
H3K27ac_chr10-34146 10_internal_10545
H3K27ac_chr10-34147 10_internal_9074
H3K27ac_chr10-34170 10_internal_12233
H3K27ac_chr10-34184 10_internal_12071
H3K27ac_chr10-34191 10_internal_10227
H3K27ac_chr10-34193 10_internal_12275
H3K27ac_chr10-34195 10_internal_12275
H3K27ac_chr10-34207 10_internal_12743
H3K27ac_chr10-34235 10_internal_12495
H3K27ac_chr10-34236 10_internal_9739
H3K27ac_chr10-34259 10_internal_11168
H3K27ac_chr10-34273 10_internal_8975
H3K27ac_chr10-34277 10_internal_9094
H3K27ac_chr10-34292 10_internal_9124
H3K27ac_chr10-34310 10_internal_8103
H3K27ac_chr10-34336 10_internal_10622
H3K27ac_chr10-34339 10_internal_12384
H3K27ac_chr10-34349 10_internal_8909
H3K27ac_chr10-34374 10_internal_12380
H3K27ac_chr10-34396 10_internal_13184
H3K27ac_chr10-34399 10_internal_9558
H3K27ac_chr10-34418 10_internal_12676
H3K27ac_chr10-34505 10_internal_9121
H3K27ac_chr10-34529 10_internal_8205
H3K27ac_chr10-34530 10_internal_8644
H3K27ac_chr10-34574 10_internal_12820
H3K27ac_chr10-34575 10_internal_12835
H3K27ac_chr10-34581 10_internal_12835
H3K27ac_chr10-34633 10_internal_11618
H3K27ac_chr10-34652 10_internal_11016
H3K27ac_chr10-34664 10_internal_12471
H3K27ac_chr10-34736 10_internal_10954
H3K27ac_chr10-34808 10_internal_12648
H3K27ac_chr10-34839 10_internal_10955
H3K27ac_chr10-34847 10_internal_10545
H3K27ac_chr10-34851 10_internal_10545
H3K27ac_chr10-34876 10_internal_8536
H3K27ac_chr10-34892 10_internal_9130
H3K27ac_chr10-34906 10_internal_9291
H3K27ac_chr10-34912 10_internal_12743
H3K27ac_chr10-34951 10_internal_9014
H3K27ac_chr10-34960 10_internal_9014
H3K27ac_chr10-34975 10_internal_10402
H3K27ac_chr10-35068 10_internal_11037
H3K27ac_chr10-35099 10_internal_13184
H3K27ac_chr10-35121 10_internal_12158
H3K27ac_chr10-35148 10_internal_11518
H3K27ac_chr10-35149 10_internal_7950
H3K27ac_chr10-35160 10_internal_12376
H3K27ac_chr10-35170 10_internal_11057
H3K27ac_chr10-35236 10_internal_8800
H3K27ac_chr10-35283 10_internal_12994
H3K27ac_chr10-35284 10_internal_12994
H3K27ac_chr10-35303 10_internal_10884
H3K27ac_chr10-35304 10_internal_7733
H3K27ac_chr10-35312 10_internal_7982
H3K27ac_chr10-35347 10_internal_12496
H3K27ac_chr10-35348 10_internal_12036
H3K27ac_chr10-35365 10_internal_11586
H3K27ac_chr10-35367 10_internal_9142
H3K27ac_chr10-35397 10_internal_8749
H3K27ac_chr10-35421 10_internal_10499
H3K27ac_chr10-35511 10_internal_12162
H3K27ac_chr10-35576 10_internal_10741
H3K27ac_chr10-35593 10_internal_11015
H3K27ac_chr10-35594 10_internal_8331
H3K27ac_chr10-35598 10_internal_7882
H3K27ac_chr10-35599 10_internal_11326
H3K27ac_chr10-35623 10_internal_9604
H3K27ac_chr10-35632 10_internal_9291
H3K27ac_chr10-35672 10_internal_12495
H3K27ac_chr10-35684 10_internal_10079
H3K27ac_chr10-35699 10_internal_10402
H3K27ac_chr10-35720 10_internal_9124
H3K27ac_chr10-35725 10_internal_8612
H3K27ac_chr10-35752 10_internal_11985
H3K27ac_chr10-35769 10_internal_12384
H3K27ac_chr10-35791 10_internal_13089
H3K27ac_chr10-35792 10_internal_13089
H3K27ac_chr10-35807 10_internal_8556
H3K27ac_chr10-35829 10_internal_13184
H3K27ac_chr10-35848 10_internal_11318
H3K27ac_chr10-35864 10_internal_11518
H3K27ac_chr10-35873 10_internal_8198
H3K27ac_chr10-35878 10_internal_10525
H3K27ac_chr10-35917 10_internal_12435
H3K27ac_chr10-35949 10_internal_11532
H3K27ac_chr10-35952 10_internal_11532
H3K27ac_chr10-35953 10_internal_11532
H3K27ac_chr10-35954 10_internal_11532
H3K27ac_chr10-35967 10_internal_8206
H3K27ac_chr10-35974 10_internal_8644
H3K27ac_chr10-36076 10_internal_11618
H3K27ac_chr10-36172 10_internal_10745
H3K27ac_chr10-36195 10_internal_10954
H3K27ac_chr10-36197 10_internal_8997
H3K27ac_chr10-36212 10_internal_9101
H3K27ac_chr10-36219 10_internal_9212
H3K27ac_chr10-36242 10_internal_12673
H3K27ac_chr10-36267 10_internal_12162
H3K27ac_chr10-36268 10_internal_12162
H3K27ac_chr10-36274 10_internal_8417
H3K27ac_chr10-36285 10_internal_12842
H3K27ac_chr10-36287 10_internal_12842
H3K27ac_chr10-36297 10_internal_12648
H3K27ac_chr10-36323 10_internal_8421
H3K27ac_chr10-36327 10_internal_10955
H3K27ac_chr10-36333 10_internal_9807
H3K27ac_chr10-36368 10_internal_9228
H3K27ac_chr10-36397 10_internal_10227
H3K27ac_chr10-36427 10_internal_8970
H3K27ac_chr10-36428 10_internal_8648
H3K27ac_chr10-36468 10_internal_11769
H3K27ac_chr10-36480 10_internal_12091
H3K27ac_chr10-36485 10_internal_10648
H3K27ac_chr10-36486 10_internal_11168
H3K27ac_chr10-36543 10_internal_9114
H3K27ac_chr10-36548 10_internal_8522
H3K27ac_chr10-36559 10_internal_12281
H3K27ac_chr10-36560 10_internal_12281
H3K27ac_chr10-36643 10_internal_13184
H3K27ac_chr10-36646 10_internal_13184
H3K27ac_chr10-36672 10_internal_12158
H3K27ac_chr10-36681 10_internal_10842
H3K27ac_chr10-36684 10_internal_8396
H3K27ac_chr10-36692 10_internal_12676
H3K27ac_chr10-36699 10_internal_8010
H3K27ac_chr10-36718 10_internal_8232
H3K27ac_chr10-36720 10_internal_8422
H3K27ac_chr10-36729 10_internal_8737
H3K27ac_chr10-36731 10_internal_8634
H3K27ac_chr10-36808 10_internal_8206
H3K27ac_chr10-36809 10_internal_8205
H3K27ac_chr10-36834 10_internal_11922
H3K27ac_chr10-36840 10_internal_12994
H3K27ac_chr10-36857 10_internal_11381
H3K27ac_chr10-36862 10_internal_10884
H3K27ac_chr10-36864 10_internal_7733
H3K27ac_chr10-36878 10_internal_10248
H3K27ac_chr10-36881 10_internal_7786
H3K27ac_chr10-36912 10_internal_10287
H3K27ac_chr10-36942 10_internal_12239
H3K27ac_chr10-36954 10_internal_10059
H3K27ac_chr10-37040 10_internal_10395
H3K27ac_chr10-37079 10_internal_8265
H3K27ac_chr10-37080 10_internal_9718
H3K27ac_chr10-37081 10_internal_9718
H3K27ac_chr10-37091 10_internal_11476
H3K27ac_chr10-37126 10_internal_10013
H3K27ac_chr10-37148 10_internal_8421
H3K27ac_chr10-37164 10_internal_9074
H3K27ac_chr10-37165 10_internal_9074
H3K27ac_chr10-37187 10_internal_8331
H3K27ac_chr10-37188 10_internal_8331
H3K27ac_chr10-37189 10_internal_8960
H3K27ac_chr10-37209 10_internal_10802
H3K27ac_chr10-37238 10_internal_12743
H3K27ac_chr10-37280 10_internal_9014
H3K27ac_chr10-37286 10_internal_10648
H3K27ac_chr10-37287 10_internal_11168
H3K27ac_chr10-37292 10_internal_7858
H3K27ac_chr10-37318 10_internal_9693
H3K27ac_chr10-37353 10_internal_11344
H3K27ac_chr10-37392 10_internal_11849
H3K27ac_chr10-37400 10_internal_9151
H3K27ac_chr10-37435 10_internal_11567
H3K27ac_chr10-37440 10_internal_13184
H3K27ac_chr10-37441 10_internal_13184
H3K27ac_chr10-37446 10_internal_13184
H3K27ac_chr10-37458 10_internal_8829
H3K27ac_chr10-37469 10_internal_12206
H3K27ac_chr10-37475 10_internal_12337
H3K27ac_chr10-37498 10_internal_9217
H3K27ac_chr10-37568 10_internal_11532
H3K27ac_chr10-37627 10_internal_12994
H3K27ac_chr10-37638 10_internal_8618
H3K27ac_chr10-37641 10_internal_8806
H3K27ac_chr10-37648 10_internal_10884
H3K27ac_chr10-37679 10_internal_8988
H3K27ac_chr10-37706 10_internal_12496
H3K27ac_chr10-37728 10_internal_11586
H3K27ac_chr10-37745 10_internal_11472
H3K27ac_chr10-37749 10_internal_11472
H3K27ac_chr10-37787 10_internal_9470
H3K27ac_chr10-37808 10_internal_10745
H3K27ac_chr10-37830 10_internal_9326
H3K27ac_chr10-37837 10_internal_8446
H3K27ac_chr10-37843 10_internal_9990
H3K27ac_chr10-37871 10_internal_12040
H3K27ac_chr10-37884 10_internal_8094
H3K27ac_chr10-37894 10_internal_12673
H3K27ac_chr10-37920 10_internal_9480
H3K27ac_chr10-37937 10_internal_9093
H3K27ac_chr10-37976 10_internal_8432
H3K27ac_chr10-38038 10_internal_12275
H3K27ac_chr10-38105 10_internal_9014
H3K27ac_chr10-38114 10_internal_11168
H3K27ac_chr10-38117 10_internal_11727
H3K27ac_chr10-38246 10_internal_13089
H3K27ac_chr10-38296 10_internal_11567
H3K27ac_chr10-38298 10_internal_13184
H3K27ac_chr10-38303 10_internal_13184
H3K27ac_chr10-38307 10_internal_10987
H3K27ac_chr10-38309 10_internal_9558
H3K27ac_chr10-38316 10_internal_8829
H3K27ac_chr10-38325 10_internal_10842
H3K27ac_chr10-38330 10_internal_12206
H3K27ac_chr10-38331 10_internal_12206
H3K27ac_chr10-38334 10_internal_9454
H3K27ac_chr10-38335 10_internal_12206
H3K27ac_chr10-38337 10_internal_12206
H3K27ac_chr10-38363 10_internal_10525
H3K27ac_chr10-38390 10_internal_7711
H3K27ac_chr10-38485 10_internal_11922
H3K27ac_chr10-38507 10_internal_8890
H3K27ac_chr10-38519 10_internal_8806
H3K27ac_chr10-38526 10_internal_7733
H3K27ac_chr10-38546 10_internal_7786
H3K27ac_chr10-38557 10_internal_11777
H3K27ac_chr10-38587 10_internal_10368
H3K27ac_chr10-38593 10_internal_12036
H3K27ac_chr10-38597 10_internal_8765
H3K27ac_chr10-38603 10_internal_7921
H3K27ac_chr10-38662 10_internal_8749
H3K27ac_chr10-38672 10_internal_10269
H3K27ac_chr10-38673 10_internal_10646
H3K27ac_chr10-38730 10_internal_10954
H3K27ac_chr10-38735 10_internal_8508
H3K27ac_chr10-38801 10_internal_10443
H3K27ac_chr10-38808 10_internal_12842
H3K27ac_chr10-38823 10_internal_12648
H3K27ac_chr10-38827 10_internal_9093
H3K27ac_chr10-38853 10_internal_12562
H3K27ac_chr10-38856 10_internal_8619
H3K27ac_chr10-38862 10_internal_8554
H3K27ac_chr10-38886 10_internal_10867
H3K27ac_chr10-38895 10_internal_8536
H3K27ac_chr10-38938 10_internal_12275
H3K27ac_chr10-38952 10_internal_12743
H3K27ac_chr10-38995 10_internal_9286
H3K27ac_chr10-39029 10_internal_10776
H3K27ac_chr10-39050 10_internal_8975
H3K27ac_chr10-39104 10_internal_8596
H3K27ac_chr10-39121 10_internal_10619
H3K27ac_chr10-39122 10_internal_10619
H3K27ac_chr10-39123 10_internal_12746
H3K27ac_chr10-39131 10_internal_11985
H3K27ac_chr10-39150 10_internal_12155
H3K27ac_chr10-39171 10_internal_11849
H3K27ac_chr10-39175 10_internal_11849
H3K27ac_chr10-39217 10_internal_12380
H3K27ac_chr10-39218 10_internal_12380
H3K27ac_chr10-39242 10_internal_11567
H3K27ac_chr10-39268 10_internal_8853
H3K27ac_chr10-39272 10_internal_10842
H3K27ac_chr10-39281 10_internal_12206
H3K27ac_chr10-39299 10_internal_12676
H3K27ac_chr10-39302 10_internal_12376
H3K27ac_chr10-39357 10_internal_12435
H3K27ac_chr10-39384 10_internal_11972
